history_id,player_id,team_id,season_id,start_date,end_date,contract_type
2707,2069,22,2,2022-10-18,,Standard
2708,2069,22,3,2023-10-24,,Standard
2709,2069,22,4,2024-10-22,,Standard
2710,2069,1,5,2025-10-21,,Standard
2711,1110,13,2,2022-10-18,,Standard
2712,1110,13,3,2023-10-24,,Standard
2713,1110,4,4,2024-10-22,,Standard
2714,1110,4,5,2025-10-21,,Standard
2715,2191,10,3,2023-10-24,,Standard
2716,2191,10,4,2024-10-22,,Standard
2717,2191,10,5,2025-10-21,,Standard
2718,2191,28,5,2025-10-21,,Standard
2719,655,25,2,2022-10-18,,Standard
2720,4067,19,2,2022-10-18,,Standard
2721,4067,19,3,2023-10-24,,Standard
2722,1599,8,3,2023-10-24,,Standard
2723,1599,24,4,2024-10-22,,Standard
2724,1599,24,5,2025-10-21,,Standard
2725,2588,15,2,2022-10-18,,Standard
2726,2588,15,3,2023-10-24,,Standard
2727,2588,15,4,2024-10-22,,Standard
2728,2588,26,4,2024-10-22,,Standard
