history_id,player_id,team_id,season_id,start_date,end_date,contract_type
1670,2644,3,2,2020-12-22,,Standard
1671,2644,12,2,2020-12-22,,Standard
1672,2644,12,3,2021-10-19,,Standard
1673,2644,6,3,2021-10-19,,Standard
1674,2644,6,4,2022-10-18,,Standard
1675,2644,6,5,2023-10-24,,Standard
1676,2645,12,1,2019-10-22,,Standard
1677,2645,25,2,2020-12-22,,Standard
1678,2651,24,1,2019-10-22,,Standard
1679,2651,12,2,2020-12-22,,Standard
1680,2655,7,1,2019-10-22,,Standard
1681,2656,10,1,2019-10-22,,Standard
1682,2656,10,2,2020-12-22,,Standard
1683,2656,10,3,2021-10-19,,Standard
1684,2656,24,4,2022-10-18,,Standard
1685,2667,9,2,2020-12-22,,Standard
1686,2667,9,3,2021-10-19,,Standard
1687,2667,23,4,2022-10-18,,Standard
1688,2667,24,4,2022-10-18,,Standard
1689,2667,24,5,2023-10-24,,Standard
1690,2673,1,1,2019-10-22,,Standard
1691,2673,26,1,2019-10-22,,Standard
1692,2673,28,2,2020-12-22,,Standard
1693,2673,30,2,2020-12-22,,Standard
1694,2673,26,3,2021-10-19,,Standard
1695,2673,26,4,2022-10-18,,Standard
1696,2673,26,5,2023-10-24,,Standard
1697,2677,13,1,2019-10-22,,Standard
1698,2677,13,2,2020-12-22,,Standard
1699,2677,13,4,2022-10-18,,Standard
1700,2677,13,5,2023-10-24,,Standard
1701,2678,16,1,2019-10-22,,Standard
1702,2678,16,2,2020-12-22,,Standard
1703,2678,17,4,2022-10-18,,Standard
1704,2695,14,5,2023-10-24,,Standard
1705,2700,4,3,2021-10-19,,Standard
1706,2701,19,2,2020-12-22,,Standard
1707,2701,19,3,2021-10-19,,Standard
1708,2701,19,4,2022-10-18,,Standard
1709,2701,19,5,2023-10-24,,Standard
1710,2701,28,5,2023-10-24,,Standard
1711,2701,29,5,2023-10-24,,Standard
1712,2704,19,5,2023-10-24,,Standard
1713,2707,25,1,2019-10-22,,Standard
1714,2707,25,2,2020-12-22,,Standard
1715,2707,25,3,2021-10-19,,Standard
1716,2707,25,4,2022-10-18,,Standard
1717,2707,17,5,2023-10-24,,Standard
1718,2711,25,1,2019-10-22,,Standard
1719,2711,25,2,2020-12-22,,Standard
1720,2711,25,3,2021-10-19,,Standard
1721,2711,25,4,2022-10-18,,Standard
1722,2711,24,5,2023-10-24,,Standard
1723,2712,7,5,2023-10-24,,Standard
1724,2713,9,3,2021-10-19,,Standard
1725,2713,9,4,2022-10-18,,Standard
1726,2713,9,5,2023-10-24,,Standard
1727,2714,17,5,2023-10-24,,Standard
1728,2729,15,4,2022-10-18,,Standard
1729,2729,15,5,2023-10-24,,Standard
1730,2729,23,5,2023-10-24,,Standard
1731,2729,29,5,2023-10-24,,Standard
1732,2738,10,1,2019-10-22,,Standard
1733,2738,10,2,2020-12-22,,Standard
1734,2738,10,3,2021-10-19,,Standard
1735,2738,10,4,2022-10-18,,Standard
1736,2738,10,5,2023-10-24,,Standard
1737,2739,17,1,2019-10-22,,Standard
1738,2739,17,2,2020-12-22,,Standard
1739,2739,17,3,2021-10-19,,Standard
1740,2739,17,4,2022-10-18,,Standard
1741,2739,17,5,2023-10-24,,Standard
1742,2742,17,1,2019-10-22,,Standard
1743,2742,30,2,2020-12-22,,Standard
1744,2742,22,3,2021-10-19,,Standard
1745,2742,6,4,2022-10-18,,Standard
1746,2742,17,5,2023-10-24,,Standard
1747,2747,19,2,2020-12-22,,Standard
1748,2747,19,3,2021-10-19,,Standard
1749,2747,25,3,2021-10-19,,Standard
1750,2750,6,1,2019-10-22,,Standard
1751,2750,6,2,2020-12-22,,Standard
1752,2750,6,3,2021-10-19,,Standard
1753,2750,6,4,2022-10-18,,Standard
1754,2750,16,4,2022-10-18,,Standard
1755,2750,16,5,2023-10-24,,Standard
1756,2756,28,1,2019-10-22,,Standard
1757,2756,28,2,2020-12-22,,Standard
1758,2756,16,3,2021-10-19,,Standard
1759,2756,16,4,2022-10-18,,Standard
1760,2756,16,5,2023-10-24,,Standard
1761,2756,23,5,2023-10-24,,Standard
1762,2770,24,3,2021-10-19,,Standard
1763,2771,1,5,2023-10-24,,Standard
1764,2772,3,1,2019-10-22,,Standard
1765,2772,3,2,2020-12-22,,Standard
1766,2772,1,3,2021-10-19,,Standard
1767,2774,27,1,2019-10-22,,Standard
1768,2774,27,2,2020-12-22,,Standard
1769,2774,9,3,2021-10-19,,Standard
1770,2774,26,3,2021-10-19,,Standard
1771,2774,26,4,2022-10-18,,Standard
1772,2774,26,5,2023-10-24,,Standard
1773,2793,16,1,2019-10-22,,Standard
1774,2795,6,1,2019-10-22,,Standard
1775,2802,22,1,2019-10-22,,Standard
1776,2807,30,1,2019-10-22,,Standard
1777,2813,9,1,2019-10-22,,Standard
1778,2813,6,2,2020-12-22,,Standard
1779,2815,21,2,2020-12-22,,Standard
1780,2815,21,3,2021-10-19,,Standard
1781,2815,4,4,2022-10-18,,Standard
1782,2815,4,5,2023-10-24,,Standard
1783,2815,24,5,2023-10-24,,Standard
1784,2822,17,3,2021-10-19,,Standard
1785,2822,17,4,2022-10-18,,Standard
1786,2822,27,4,2022-10-18,,Standard
1787,2822,27,5,2023-10-24,,Standard
1788,2828,13,1,2019-10-22,,Standard
1789,2828,13,2,2020-12-22,,Standard
1790,2828,13,3,2021-10-19,,Standard
1791,2828,13,4,2022-10-18,,Standard
1792,2828,13,5,2023-10-24,,Standard
1793,2829,21,3,2021-10-19,,Standard
1794,2829,21,4,2022-10-18,,Standard
1795,2829,21,5,2023-10-24,,Standard
