full_name,team_name,position,season,avg_pts,avg_reb,avg_ast,per
Obi Toppin,Indiana Pacers,SF,2023-24,10.28,3.90,1.56,18.17
Devon Dotson,Chicago Bulls,SG,2020-21,0.74,0.16,0.23,18.16
Miles Bridges,Charlotte Hornets,SF,2023-24,19.58,6.82,3.12,18.16
Victor Oladipo,Miami Heat,SG,2021-22,7.62,1.77,2.15,18.16
Josh Giddey,Oklahoma City Thunder,SG,2021-22,12.48,7.80,6.39,18.16
Al Horford,Philadelphia 76ers,C,2019-20,11.57,6.61,3.91,18.16
Michael Porter Jr.,Denver Nuggets,SF,2022-23,17.14,5.41,1.03,18.16
Klay Thompson,Golden State Warriors,SG,2021-22,19.18,3.68,2.59,18.15
Andrew Wiggins,Golden State Warriors,SF,2019-20,17.92,4.23,3.31,18.14
Frank Kaminsky,Phoenix Suns,PF,2020-21,4.63,2.81,1.18,18.12
Thon Maker,Cleveland Cavaliers,PF,2020-21,2.50,1.50,0.33,18.12
Tobias Harris,Philadelphia 76ers,SF,2021-22,16.54,6.53,3.32,18.11
Jaren Jackson Jr.,Memphis Grizzlies,PF,2023-24,21.85,5.37,2.26,18.11
Onyeka Okongwu,Atlanta Hawks,PF,2023-24,8.77,5.88,1.16,18.10
Mason Plumlee,Charlotte Hornets,PF,2021-22,6.53,7.74,3.10,18.10
Naz Reid,Minnesota Timberwolves,C,2021-22,8.06,3.81,0.90,18.10
Jalen Smith,Phoenix Suns,PF,2021-22,3.37,2.67,0.12,18.09
Elfrid Payton,New York Knicks,SG,2019-20,9.76,4.61,7.02,18.08
Jordan Nwora,Milwaukee Bucks,SF,2020-21,3.11,1.09,0.13,18.08
Jaxson Hayes,New Orleans Pelicans,C,2019-20,6.56,3.60,0.78,18.08
Malik Monk,Sacramento Kings,SG,2022-23,13.18,2.57,3.77,18.08
Maozinha Pereira,Memphis Grizzlies,SF,2023-24,5.33,4.11,0.22,18.07
Enes Freedom,Boston Celtics,C,2021-22,2.51,3.14,0.16,18.06
Cory Joseph,Detroit Pistons,SG,2020-21,9.12,2.40,4.20,18.04
Jaylen Nowell,Detroit Pistons,SG,2023-24,4.29,1.43,0.43,18.03
Terry Rozier,Charlotte Hornets,SG,2020-21,19.82,4.25,4.13,18.03
George Hill,Milwaukee Bucks,SG,2019-20,9.39,3.00,3.05,18.02
Kyle Anderson,Memphis Grizzlies,SG,2021-22,7.55,5.33,2.65,18.02
Ante Zizic,Cleveland Cavaliers,C,2019-20,2.46,1.69,0.15,18.01
Josh Hart,New Orleans Pelicans,SG,2021-22,13.05,7.57,4.00,18.00
Anthony Edwards,Minnesota Timberwolves,SG,2021-22,21.00,4.70,3.77,17.99
Wendell Carter Jr.,Orlando Magic,C,2023-24,9.89,6.25,1.56,17.97
Bojan Bogdanovic,Detroit Pistons,SF,2022-23,21.58,3.78,2.58,17.97
Cameron Payne,Phoenix Suns,SG,2020-21,7.32,2.09,3.14,17.97
Kyle Lowry,Toronto Raptors,SG,2020-21,16.14,5.04,6.90,17.95
Cam Whitmore,Houston Rockets,SF,2023-24,10.16,3.16,0.58,17.95
Tre Jones,San Antonio Spurs,SG,2023-24,9.88,3.71,6.13,17.94
Gary Payton II,Golden State Warriors,SG,2021-22,6.88,3.38,0.88,17.93
James Wiseman,Detroit Pistons,C,2022-23,12.71,8.08,0.67,17.92
Michael Porter Jr.,Denver Nuggets,SF,2023-24,16.54,6.89,1.49,17.92
Dewayne Dedmon,Philadelphia 76ers,C,2022-23,1.33,1.19,0.48,17.92
Kelly Olynyk,Detroit Pistons,PF,2021-22,7.45,3.61,2.27,17.92
Jaylen Nowell,Minnesota Timberwolves,SG,2021-22,6.59,1.54,1.63,17.91
Daniel Theis,Boston Celtics,PF,2021-22,6.92,4.08,0.88,17.90
Austin Reaves,Los Angeles Lakers,SG,2023-24,15.85,4.29,5.49,17.90
Jalen Brunson,Dallas Mavericks,SG,2021-22,16.27,3.91,4.77,17.90
Aaron Gordon,Orlando Magic,SF,2019-20,14.42,7.66,3.68,17.90
Delon Wright,Detroit Pistons,SG,2020-21,10.39,4.56,5.03,17.89
Markelle Fultz,Orlando Magic,SG,2022-23,13.95,3.90,5.68,17.89
Khem Birch,Toronto Raptors,C,2020-21,11.95,7.58,1.89,17.88
Jordan Clarkson,Cleveland Cavaliers,SG,2019-20,14.10,2.30,2.33,17.86
Derrick White,Boston Celtics,SG,2023-24,14.57,4.08,4.96,17.85
John Wall,Houston Rockets,SG,2020-21,15.53,2.43,5.19,17.84
Victor Oladipo,Indiana Pacers,SG,2020-21,18.00,5.10,3.80,17.83
Moses Brown,Dallas Mavericks,C,2021-22,1.47,1.11,0.02,17.82
Bradley Beal,Phoenix Suns,SG,2023-24,18.19,4.38,5.00,17.82
Jeff Green,Houston Rockets,SF,2019-20,12.22,2.89,1.67,17.81
Bol Bol,Denver Nuggets,C,2021-22,1.10,0.67,0.17,17.80
Alperen Sengun,Houston Rockets,C,2021-22,9.61,5.46,2.57,17.80
Jordan Nwora,Toronto Raptors,SF,2023-24,6.59,2.83,1.07,17.80
Shake Milton,Detroit Pistons,SG,2023-24,3.38,2.25,0.75,17.79
Draymond Green,Golden State Warriors,SF,2020-21,6.63,6.69,8.33,17.78
Spencer Dinwiddie,Brooklyn Nets,SG,2022-23,15.89,3.96,8.74,17.77
Paolo Banchero,Orlando Magic,SF,2022-23,19.68,6.81,3.68,17.77
Drew Eubanks,Portland Trail Blazers,PF,2022-23,6.40,5.16,1.27,17.77
Jalen Brunson,Dallas Mavericks,SG,2020-21,12.60,3.40,3.51,17.76
Montrezl Harrell,Philadelphia 76ers,PF,2022-23,3.90,1.94,0.40,17.75
Marvin Bagley III,Sacramento Kings,SF,2021-22,6.32,4.89,0.39,17.75
Larry Nance Jr.,New Orleans Pelicans,PF,2022-23,6.68,5.36,1.80,17.74
Al Horford,Boston Celtics,C,2023-24,8.39,6.16,2.51,17.74
Aaron Gordon,Orlando Magic,SF,2020-21,12.55,5.72,3.62,17.74
Naz Reid,Minnesota Timberwolves,C,2023-24,13.46,5.22,1.31,17.73
D'Angelo Russell,Los Angeles Lakers,SG,2023-24,17.11,2.95,6.03,17.73
Harrison Barnes,Sacramento Kings,SF,2020-21,15.81,6.53,3.41,17.72
Goga Bitadze,Indiana Pacers,C,2021-22,4.99,2.53,0.79,17.72
Otto Porter Jr.,Chicago Bulls,SF,2020-21,9.88,5.52,2.00,17.71
Fred VanVleet,Houston Rockets,SG,2023-24,17.40,3.81,8.07,17.71
Steven Adams,New Orleans Pelicans,C,2020-21,7.18,8.43,1.82,17.71
Evan Fournier,Orlando Magic,SG,2020-21,13.10,1.92,2.44,17.71
Harrison Barnes,Sacramento Kings,SF,2021-22,16.43,5.61,2.42,17.68
Jaylen Brown,Boston Celtics,SG,2019-20,19.98,6.28,2.03,17.67
Derrick Rose,Detroit Pistons,SG,2020-21,13.31,1.81,3.94,17.67
Mason Jones,Los Angeles Lakers,SG,2021-22,3.38,1.25,0.50,17.66
Tony Bradley,Chicago Bulls,C,2021-22,2.14,2.45,0.36,17.65
Jock Landale,Phoenix Suns,C,2022-23,5.70,3.50,0.85,17.64
Caris LeVert,Brooklyn Nets,SG,2019-20,17.91,4.02,4.23,17.63
Malik Monk,Sacramento Kings,SG,2023-24,15.42,2.94,5.14,17.63
Kyle Kuzma,Washington Wizards,SF,2022-23,21.20,7.23,3.73,17.63
Jordan Clarkson,Utah Jazz,SG,2020-21,18.40,4.03,2.47,17.61
Andrew Wiggins,Minnesota Timberwolves,SF,2019-20,21.91,5.09,3.60,17.61
Jaren Jackson Jr.,Memphis Grizzlies,PF,2020-21,14.36,5.64,1.09,17.60
Tyus Jones,Memphis Grizzlies,SG,2019-20,7.45,1.58,4.38,17.60
Cole Anthony,Orlando Magic,SG,2022-23,12.20,4.50,3.67,17.59
Trey Murphy III,New Orleans Pelicans,SF,2023-24,14.27,4.75,2.10,17.59
Mo Bamba,Orlando Magic,C,2022-23,5.58,3.54,0.81,17.59
Harry Giles III,Sacramento Kings,PF,2019-20,4.94,2.94,0.94,17.58
Kevin Porter Jr.,Houston Rockets,SG,2022-23,19.15,5.32,5.73,17.57
Malik Beasley,Minnesota Timberwolves,SG,2019-20,20.71,5.07,1.93,17.57
Johnathan Williams,Washington Wizards,SF,2019-20,2.05,2.91,0.36,17.57
Keldon Johnson,San Antonio Spurs,SG,2022-23,19.79,4.54,2.61,17.56
Keldon Johnson,San Antonio Spurs,SG,2021-22,17.04,6.09,2.11,17.56
Kyle Anderson,Minnesota Timberwolves,SG,2022-23,8.99,5.11,4.65,17.53
T.J. Warren,Indiana Pacers,SF,2019-20,19.79,4.18,1.48,17.53
Chris Paul,Golden State Warriors,SG,2023-24,9.03,3.81,6.66,17.52
Isaiah Stewart,Detroit Pistons,PF,2020-21,7.56,6.38,0.83,17.51
Cameron Johnson,Phoenix Suns,SF,2022-23,12.42,3.42,1.37,17.50
Jaren Jackson Jr.,Memphis Grizzlies,PF,2021-22,16.31,5.82,1.10,17.49
Fred VanVleet,Toronto Raptors,SG,2021-22,19.70,4.31,6.48,17.49
Serge Ibaka,Los Angeles Clippers,SF,2021-22,5.80,3.75,0.90,17.48
Devin Vassell,San Antonio Spurs,SG,2022-23,16.35,3.44,3.16,17.46
Tyler Herro,Miami Heat,SG,2022-23,18.97,5.07,3.94,17.45
Luke Kornet,Boston Celtics,C,2022-23,3.26,2.46,0.66,17.44
Monte Morris,Denver Nuggets,SG,2021-22,3.56,0.80,1.20,17.44
Tristan Thompson,Sacramento Kings,C,2021-22,3.56,3.10,0.35,17.43
Jerami Grant,Detroit Pistons,SF,2020-21,20.42,4.24,2.58,17.43
Jalen Green,Houston Rockets,SG,2023-24,19.63,5.16,3.55,17.40
Alize Johnson,Indiana Pacers,SF,2019-20,0.71,1.00,0.15,17.39
Scottie Barnes,Toronto Raptors,SG,2021-22,14.92,7.33,3.37,17.37
Alec Burks,Golden State Warriors,SG,2019-20,15.78,4.61,3.08,17.36
Donta Hall,Brooklyn Nets,C,2019-20,4.13,2.88,0.25,17.36
Robin Lopez,Washington Wizards,C,2020-21,9.04,3.83,0.77,17.36
James Wiseman,Detroit Pistons,C,2023-24,5.44,4.10,0.66,17.34
Jock Landale,San Antonio Spurs,C,2021-22,3.84,2.00,0.65,17.34
David Nwaba,Houston Rockets,SG,2021-22,2.84,1.84,0.43,17.34
D'Angelo Russell,Minnesota Timberwolves,SG,2022-23,17.91,3.06,6.19,17.34
CJ McCollum,New Orleans Pelicans,SG,2022-23,20.91,4.37,5.72,17.33
Bismack Biyombo,Charlotte Hornets,C,2019-20,6.05,4.74,0.77,17.32
Cameron Johnson,Brooklyn Nets,SF,2022-23,16.56,4.80,2.08,17.32
Collin Sexton,Cleveland Cavaliers,SG,2020-21,21.47,2.75,3.85,17.31
Nemanja Bjelica,Golden State Warriors,SF,2021-22,5.62,3.82,2.06,17.31
Jordan McLaughlin,Minnesota Timberwolves,SG,2019-20,7.16,1.53,3.91,17.30
Richaun Holmes,Washington Wizards,SF,2023-24,4.32,3.71,0.36,17.29
Aaron Gordon,Denver Nuggets,SF,2021-22,15.01,5.85,2.51,17.28
Moses Brown,Portland Trail Blazers,C,2023-24,1.29,1.48,0.12,17.28
Goran Dragic,Miami Heat,SG,2019-20,15.62,3.07,4.93,17.27
Dwight Powell,Dallas Mavericks,PF,2021-22,8.74,4.93,1.18,17.27
Darius Bazley,Utah Jazz,SF,2023-24,8.00,4.50,0.83,17.26
Caris LeVert,Indiana Pacers,SG,2021-22,18.67,3.85,4.44,17.26
Mitchell Robinson,New York Knicks,C,2020-21,8.26,8.13,0.55,17.25
Fred VanVleet,Toronto Raptors,SG,2020-21,19.23,4.15,6.19,17.24
Thaddeus Young,Toronto Raptors,SF,2023-24,2.43,1.60,1.06,17.23
De'Anthony Melton,Memphis Grizzlies,SG,2021-22,10.84,4.49,2.66,17.23
Will Barton,Denver Nuggets,SG,2019-20,14.57,6.08,3.53,17.23
Gabriel Deck,Oklahoma City Thunder,SF,2020-21,8.40,4.00,2.40,17.23
Mike Conley,Utah Jazz,SG,2021-22,13.69,3.01,5.35,17.21
Fred VanVleet,Toronto Raptors,SG,2022-23,18.80,3.94,6.97,17.21
Wendell Carter Jr.,Chicago Bulls,C,2019-20,10.76,9.00,1.13,17.21
Bones Hyland,Los Angeles Clippers,SG,2022-23,6.57,2.13,2.04,17.20
Shaquille Harrison,Chicago Bulls,SG,2019-20,3.22,1.32,0.75,17.19
Precious Achiuwa,Toronto Raptors,SF,2022-23,7.94,5.13,0.78,17.19
Aleksej Pokusevski,Charlotte Hornets,SF,2023-24,6.70,3.95,1.50,17.19
Derrick White,San Antonio Spurs,SG,2021-22,14.41,3.53,5.59,17.17
Jeff Teague,Minnesota Timberwolves,SG,2019-20,11.79,2.32,5.47,17.17
Bruce Brown,Brooklyn Nets,SG,2020-21,8.30,5.06,1.51,17.16
Blake Griffin,Brooklyn Nets,SF,2020-21,9.29,4.32,2.25,17.16
Tre Jones,San Antonio Spurs,SG,2021-22,5.66,2.12,3.19,17.16
Buddy Hield,Indiana Pacers,SG,2022-23,16.80,5.00,2.81,17.14
Ish Smith,Washington Wizards,SG,2021-22,8.64,2.96,5.21,17.14
Tacko Fall,Cleveland Cavaliers,C,2021-22,0.50,0.96,0.08,17.12
Dennis Schröder,Oklahoma City Thunder,SG,2019-20,18.91,3.63,4.03,17.11
Lauri Markkanen,Chicago Bulls,PF,2020-21,13.37,5.15,0.87,17.11
JaMychal Green,Golden State Warriors,PF,2022-23,5.38,3.01,0.75,17.10
Damian Jones,Cleveland Cavaliers,C,2023-24,1.30,0.76,0.18,17.08
Gordon Hayward,Charlotte Hornets,SF,2021-22,15.56,4.48,3.54,17.08
Chimezie Metu,Sacramento Kings,PF,2021-22,6.94,4.35,0.78,17.08
Immanuel Quickley,New York Knicks,SG,2023-24,14.52,2.48,2.39,17.08
Lonzo Ball,New Orleans Pelicans,SG,2020-21,12.94,4.24,5.10,17.07
Trendon Watford,Brooklyn Nets,SG,2023-24,5.27,2.37,0.99,17.07
Bogdan Bogdanović,Atlanta Hawks,SG,2020-21,15.65,3.48,3.20,17.06
Fred VanVleet,Toronto Raptors,SG,2019-20,17.00,3.63,6.38,17.05
Marvin Bagley III,Sacramento Kings,SF,2019-20,14.23,7.46,0.77,17.05
Mo Bamba,Philadelphia 76ers,C,2023-24,3.51,3.31,0.57,17.04
Tyus Jones,Memphis Grizzlies,SG,2020-21,6.14,1.94,3.60,17.04
Anfernee Simons,Portland Trail Blazers,SG,2023-24,20.37,3.27,5.00,17.03
Damian Jones,Sacramento Kings,C,2020-21,5.62,3.67,1.14,17.03
Delon Wright,Sacramento Kings,SG,2020-21,10.04,3.89,3.59,17.02
Paul Millsap,Denver Nuggets,SF,2020-21,8.23,4.30,1.61,17.02
Delon Wright,Dallas Mavericks,SG,2019-20,6.90,3.84,3.34,17.01
Paul Millsap,Denver Nuggets,SF,2019-20,11.37,5.63,1.60,17.00
Cade Cunningham,Detroit Pistons,SG,2022-23,19.92,6.17,6.00,17.00
Scottie Barnes,Toronto Raptors,SG,2022-23,15.12,6.56,4.76,17.00
Zach Collins,San Antonio Spurs,PF,2023-24,11.25,5.36,2.81,17.00
Norman Powell,Toronto Raptors,SG,2019-20,15.96,3.65,1.75,16.99
Darius Bazley,Phoenix Suns,SF,2022-23,1.22,0.70,0.26,16.95
Cody Zeller,Miami Heat,PF,2022-23,5.76,3.76,0.59,16.93
Delon Wright,Washington Wizards,SG,2022-23,7.24,3.53,3.80,16.93
Ben Simmons,Brooklyn Nets,SG,2022-23,6.61,5.98,5.82,16.92
Jordan Nwora,Indiana Pacers,SF,2022-23,13.04,4.67,2.08,16.92
Xavier Moon,Los Angeles Clippers,SG,2021-22,3.05,0.74,1.26,16.91
Cameron Payne,Phoenix Suns,SG,2019-20,10.88,3.88,3.00,16.91
Lonzo Ball,New Orleans Pelicans,SG,2019-20,11.29,5.80,6.64,16.91
Jordan Poole,Golden State Warriors,SG,2021-22,18.49,3.42,4.00,16.90
Bruno Fernando,Houston Rockets,PF,2022-23,3.32,3.21,0.79,16.86
Keita Bates-Diop,San Antonio Spurs,SF,2022-23,8.63,3.29,1.37,16.85
Mfiondu Kabengele,Los Angeles Clippers,C,2019-20,1.56,0.41,0.07,16.85
Jamal Cain,Miami Heat,SF,2022-23,2.39,1.27,0.29,16.84
Victor Oladipo,Houston Rockets,SG,2020-21,16.31,3.65,3.81,16.84
Joe Ingles,Utah Jazz,SG,2020-21,12.07,3.64,4.75,16.84
Mitchell Robinson,New York Knicks,C,2023-24,5.24,7.97,0.55,16.83
Jontay Porter,Toronto Raptors,C,2023-24,3.97,2.83,2.07,16.83
Larry Nance Jr.,New Orleans Pelicans,PF,2023-24,5.65,4.95,1.82,16.83
KJ Martin,Houston Rockets,SF,2022-23,12.67,5.51,1.50,16.83
Olivier Sarr,Oklahoma City Thunder,C,2023-24,0.85,0.90,0.05,16.83
Scotty Pippen Jr.,Memphis Grizzlies,SG,2023-24,12.90,3.19,4.67,16.81
Caris LeVert,Cleveland Cavaliers,SG,2023-24,12.69,3.73,4.61,16.80
Draymond Green,Golden State Warriors,SF,2022-23,8.23,7.00,6.67,16.80
Derrick White,San Antonio Spurs,SG,2019-20,11.09,3.23,3.49,16.80
Nemanja Bjelica,Sacramento Kings,SF,2019-20,11.54,6.36,2.82,16.79
Jalen Johnson,Atlanta Hawks,SF,2022-23,5.41,3.86,1.14,16.79
Gui Santos,Golden State Warriors,SF,2023-24,1.95,1.17,0.33,16.79
Alec Burks,Detroit Pistons,SG,2022-23,12.78,3.10,2.24,16.78
Norman Powell,Toronto Raptors,SG,2020-21,19.60,3.00,1.83,16.78
Rui Hachimura,Los Angeles Lakers,SF,2023-24,13.19,4.20,1.16,16.78
Greg Monroe,Milwaukee Bucks,PF,2021-22,5.40,4.20,0.40,16.77
John Konchar,Memphis Grizzlies,SG,2021-22,4.65,4.39,1.45,16.77
Nic Claxton,Brooklyn Nets,C,2019-20,2.00,1.33,0.48,16.77
Christian Wood,Los Angeles Lakers,SF,2023-24,6.20,4.54,0.88,16.76
CJ McCollum,Portland Trail Blazers,SG,2019-20,21.03,4.01,4.19,16.76
Norman Powell,Los Angeles Clippers,SG,2022-23,16.98,2.92,1.82,16.75
Trendon Watford,Portland Trail Blazers,SG,2021-22,6.74,3.69,1.50,16.74
Isaiah Stewart,Detroit Pistons,PF,2021-22,8.07,8.45,1.12,16.73
Hamidou Diallo,Detroit Pistons,SG,2021-22,9.22,4.01,1.06,16.73
Tyrese Haliburton,Sacramento Kings,SG,2020-21,12.98,2.98,5.33,16.73
Frank Kaminsky,Phoenix Suns,PF,2019-20,9.22,4.29,1.83,16.72
Bruno Fernando,Atlanta Hawks,PF,2023-24,3.66,2.51,0.60,16.72
Luke Kennard,Memphis Grizzlies,SG,2022-23,10.88,3.00,2.16,16.71
Keldon Johnson,San Antonio Spurs,SG,2023-24,15.71,5.46,2.83,16.69
Drew Eubanks,Phoenix Suns,PF,2023-24,4.74,4.03,0.79,16.69
Frank Kaminsky,Atlanta Hawks,PF,2022-23,1.29,0.65,0.38,16.69
Daniel Theis,Chicago Bulls,PF,2020-21,10.00,5.91,1.78,16.67
Daniel Theis,Indiana Pacers,PF,2022-23,1.75,0.79,0.32,16.67
Mike Conley,Minnesota Timberwolves,SG,2022-23,14.04,3.13,5.00,16.67
Tristan Thompson,Boston Celtics,C,2020-21,7.57,8.13,1.24,16.66
Zach LaVine,Chicago Bulls,SG,2023-24,18.73,4.96,3.77,16.66
Tyrese Maxey,Philadelphia 76ers,SG,2022-23,20.30,2.93,3.53,16.66
Terry Rozier,Miami Heat,SG,2023-24,16.42,4.19,4.65,16.66
Lamar Stevens,Memphis Grizzlies,SF,2023-24,7.82,3.43,0.71,16.65
Cam Thomas,Brooklyn Nets,SG,2023-24,19.76,2.85,2.56,16.65
D.J. Augustin,Houston Rockets,SG,2020-21,7.54,1.57,2.79,16.63
Immanuel Quickley,New York Knicks,SG,2022-23,14.74,4.11,3.40,16.62
Dewayne Dedmon,Miami Heat,C,2022-23,3.98,2.53,0.37,16.62
Danilo Gallinari,Atlanta Hawks,SF,2020-21,11.46,3.58,1.29,16.62
Franz Wagner,Orlando Magic,SF,2022-23,18.33,4.06,3.49,16.62
CJ McCollum,Portland Trail Blazers,SG,2021-22,20.53,4.25,4.53,16.61
Trey Lyles,Sacramento Kings,SF,2022-23,7.11,3.80,0.84,16.61
Mike Conley,Minnesota Timberwolves,SG,2023-24,11.43,2.87,5.91,16.61
Thaddeus Young,Toronto Raptors,SF,2021-22,6.07,4.26,1.67,16.60
Jerami Grant,Detroit Pistons,SF,2021-22,18.08,3.82,2.22,16.60
Miles Bridges,Charlotte Hornets,SF,2020-21,12.73,6.02,2.23,16.59
Nick Richards,Charlotte Hornets,C,2021-22,1.85,1.06,0.16,16.59
Jermaine Samuels Jr.,Houston Rockets,SF,2023-24,0.59,0.38,0.09,16.58
Jae Crowder,Miami Heat,SF,2019-20,10.77,4.86,1.64,16.58
Kelly Olynyk,Utah Jazz,PF,2022-23,12.46,6.18,3.71,16.57
Dario Saric,Golden State Warriors,PF,2023-24,0.43,0.32,0.20,16.57
Draymond Green,Golden State Warriors,SF,2019-20,5.95,4.59,4.59,16.57
J.J. Barea,Dallas Mavericks,SG,2019-20,3.04,0.73,1.53,16.57
Kyle Lowry,Miami Heat,SG,2021-22,13.19,4.41,7.41,16.57
Damian Jones,Los Angeles Lakers,C,2022-23,1.00,1.00,0.07,16.57
Donte DiVincenzo,Milwaukee Bucks,SG,2019-20,8.71,4.54,2.20,16.56
Bobby Portis,New York Knicks,SF,2019-20,10.12,5.12,1.48,16.55
Jordan McRae,Washington Wizards,SG,2019-20,9.49,2.67,2.10,16.52
Jrue Holiday,Boston Celtics,SG,2023-24,12.46,5.41,4.83,16.52
Usman Garuba,Houston Rockets,SF,2021-22,1.09,1.89,0.39,16.51
Dario Saric,Phoenix Suns,PF,2019-20,2.59,1.50,0.46,16.51
Torrey Craig,Phoenix Suns,SF,2020-21,6.94,4.67,1.00,16.51
T.J. McConnell,Indiana Pacers,SG,2021-22,8.18,3.21,4.68,16.50
Tristan Thompson,Chicago Bulls,C,2021-22,5.65,4.74,0.61,16.50
Bismack Biyombo,Phoenix Suns,C,2022-23,3.21,3.17,0.68,16.50
Hamidou Diallo,Oklahoma City Thunder,SG,2020-21,11.55,5.00,2.33,16.49
Rudy Gay,San Antonio Spurs,SG,2020-21,11.02,4.66,1.35,16.48
Aaron Holiday,Phoenix Suns,SG,2021-22,5.73,2.12,2.88,16.48
Rondae Hollis-Jefferson,Toronto Raptors,SF,2019-20,6.33,4.29,1.61,16.48
Juancho Hernangomez,Minnesota Timberwolves,SF,2019-20,12.93,7.29,1.29,16.46
Larry Nance Jr.,Portland Trail Blazers,PF,2021-22,6.71,5.50,1.92,16.46
Dominick Barlow,San Antonio Spurs,SF,2023-24,3.06,2.40,0.77,16.46
Alex Len,Sacramento Kings,C,2023-24,1.90,2.03,0.79,16.44
Tristan Thompson,Cleveland Cavaliers,C,2023-24,2.60,2.81,0.82,16.43
James Bouknight,Charlotte Hornets,SG,2023-24,1.35,0.24,0.16,16.41
Jabari Parker,Boston Celtics,SF,2021-22,1.61,0.85,0.18,16.41
Payton Pritchard,Boston Celtics,SG,2023-24,9.60,3.23,3.43,16.40
Chris Silva,Miami Heat,SF,2019-20,1.96,1.85,0.34,16.40
Dwight Powell,Dallas Mavericks,PF,2019-20,9.40,5.68,1.48,16.40
Jalen Williams,Oklahoma City Thunder,SG,2022-23,13.89,4.43,3.26,16.40
Jordan Clarkson,Utah Jazz,SG,2022-23,20.50,3.97,4.35,16.39
Reggie Perry,Portland Trail Blazers,PF,2021-22,8.18,4.18,1.09,16.39
Klay Thompson,Golden State Warriors,SG,2022-23,20.67,3.92,2.23,16.38
Tomas Satoransky,Washington Wizards,SG,2021-22,4.86,2.77,4.91,16.38
Talen Horton-Tucker,Utah Jazz,SG,2022-23,8.95,2.69,3.15,16.36
John Konchar,Memphis Grizzlies,SG,2020-21,2.56,1.78,0.65,16.36
Jerami Grant,Portland Trail Blazers,SF,2022-23,20.48,4.49,2.38,16.35
Rui Hachimura,Washington Wizards,SF,2021-22,10.56,3.56,1.07,16.35
Cole Anthony,Orlando Magic,SG,2021-22,14.75,4.83,5.13,16.35
Jose Alvarado,New Orleans Pelicans,SG,2021-22,4.34,1.32,2.00,16.34
Justise Winslow,Portland Trail Blazers,SG,2021-22,4.72,2.76,1.28,16.34
Lance Stephenson,Indiana Pacers,SF,2021-22,8.29,2.49,3.42,16.34
Rajon Rondo,Cleveland Cavaliers,SG,2021-22,5.95,2.68,4.68,16.34
Mikal Bridges,Brooklyn Nets,SG,2023-24,19.59,4.54,3.65,16.33
Andrew Wiggins,Golden State Warriors,SF,2020-21,18.33,4.82,2.32,16.33
Cristiano Felicio,Chicago Bulls,PF,2020-21,0.33,0.37,0.13,16.33
Skylar Mays,Atlanta Hawks,SG,2020-21,1.94,0.55,0.47,16.33
Buddy Hield,Sacramento Kings,SG,2019-20,19.19,4.56,2.96,16.32
Omari Spellman,Golden State Warriors,SF,2019-20,7.25,4.29,0.92,16.32
Sam Hauser,Boston Celtics,SF,2021-22,1.51,0.67,0.23,16.31
Jalen Brunson,Dallas Mavericks,SG,2019-20,8.18,2.35,3.30,16.31
Devonte' Graham,Charlotte Hornets,SG,2019-20,17.89,3.31,7.36,16.29
Aron Baynes,Phoenix Suns,C,2019-20,7.29,3.59,1.02,16.29
Jonathan Kuminga,Golden State Warriors,SF,2021-22,9.06,3.25,0.89,16.28
Tobias Harris,Philadelphia 76ers,SF,2022-23,13.91,5.44,2.38,16.27
Taj Gibson,New York Knicks,SF,2019-20,5.74,4.05,0.79,16.25
LaMarcus Aldridge,San Antonio Spurs,C,2020-21,12.52,4.09,1.57,16.23
Tyrese Maxey,Philadelphia 76ers,SG,2021-22,17.03,3.12,4.17,16.23
Danilo Gallinari,Washington Wizards,SF,2023-24,5.66,2.38,0.97,16.20
Myles Turner,Indiana Pacers,C,2020-21,12.60,6.51,1.02,16.20
Myles Turner,Indiana Pacers,C,2019-20,11.70,6.36,1.13,16.20
Terry Rozier,Charlotte Hornets,SG,2022-23,20.14,3.92,4.83,16.19
Ricky Rubio,Cleveland Cavaliers,SG,2021-22,13.09,4.15,6.62,16.17
Xavier Tillman,Memphis Grizzlies,SF,2021-22,3.45,2.21,0.85,16.17
Troy Brown Jr.,Washington Wizards,SG,2019-20,10.38,5.55,2.58,16.16
Chimezie Metu,Phoenix Suns,PF,2023-24,3.63,2.16,0.37,16.16
Cameron Johnson,Phoenix Suns,SF,2021-22,11.91,3.96,1.43,16.15
Dalano Banton,Portland Trail Blazers,SF,2023-24,16.70,4.77,3.60,16.15
Jabari Smith Jr.,Houston Rockets,SF,2023-24,13.22,7.80,1.53,16.14
Tari Eason,Houston Rockets,SF,2022-23,9.27,6.05,1.07,16.13
Brook Lopez,Milwaukee Bucks,C,2019-20,11.78,4.52,1.43,16.13
Mikal Bridges,Phoenix Suns,SG,2020-21,13.47,4.29,2.11,16.13
Danilo Gallinari,Atlanta Hawks,SF,2021-22,11.51,4.60,1.51,16.12
Jordan Poole,Golden State Warriors,SG,2022-23,20.43,2.74,4.50,16.12
Derrick White,Boston Celtics,SG,2022-23,12.40,3.57,3.91,16.11
Jeremy Lamb,Indiana Pacers,SG,2020-21,9.55,3.45,1.39,16.11
Kevin Love,Miami Heat,PF,2022-23,7.71,5.67,1.90,16.11
Monte Morris,Washington Wizards,SG,2022-23,0.59,0.19,0.34,16.10
Malachi Flynn,Detroit Pistons,SG,2023-24,6.40,1.43,1.70,16.10
