full_name,team_name,position,season,avg_pts,avg_reb,avg_ast,per
Kevon Looney,Golden State Warriors,SF,2022-23,7.05,9.27,2.52,21.55
Richaun Holmes,Sacramento Kings,SF,2020-21,13.37,7.75,1.55,21.54
Jay Huff,Washington Wizards,C,2022-23,4.64,1.91,0.91,21.53
Steven Adams,Memphis Grizzlies,C,2021-22,6.95,10.00,3.37,21.51
DeMarcus Cousins,Los Angeles Clippers,C,2020-21,6.25,3.60,0.80,21.49
Chris Boucher,Toronto Raptors,SF,2019-20,5.79,3.90,0.37,21.48
Jrue Holiday,Milwaukee Bucks,SG,2021-22,17.50,4.30,6.53,21.47
Jakob Poeltl,San Antonio Spurs,C,2019-20,5.64,5.68,1.76,21.46
Brandon Ingram,New Orleans Pelicans,SF,2021-22,20.77,5.33,5.12,21.46
Thomas Bryant,Miami Heat,C,2023-24,2.65,1.72,0.28,21.43
Goga Bitadze,Orlando Magic,C,2022-23,4.26,3.83,0.91,21.42
Donovan Mitchell,Utah Jazz,SG,2021-22,25.87,4.21,5.34,21.42
Charles Bassey,San Antonio Spurs,C,2023-24,3.00,3.62,1.00,21.42
Bol Bol,Phoenix Suns,C,2023-24,3.14,1.93,0.24,21.41
Moritz Wagner,Orlando Magic,PF,2023-24,10.59,4.23,1.17,21.38
Josh Giddey,Oklahoma City Thunder,SG,2023-24,12.33,6.43,4.83,21.38
Moses Brown,Oklahoma City Thunder,C,2020-21,6.73,6.96,0.18,21.38
Donovan Mitchell,Utah Jazz,SG,2020-21,26.43,4.43,5.23,21.37
Zach LaVine,Chicago Bulls,SG,2021-22,24.40,4.60,4.52,21.36
DeMar DeRozan,Chicago Bulls,SG,2022-23,24.54,4.64,5.09,21.35
Javonte Green,Chicago Bulls,SG,2023-24,10.00,6.09,0.45,21.34
Tacko Fall,Boston Celtics,C,2020-21,0.78,0.87,0.05,21.34
Jaylen Brown,Boston Celtics,SG,2022-23,26.24,6.75,3.41,21.29
JaVale McGee,Los Angeles Lakers,C,2019-20,6.56,5.74,0.54,21.29
Markelle Fultz,Orlando Magic,SG,2021-22,10.83,2.72,5.50,21.28
De'Aaron Fox,Sacramento Kings,SG,2023-24,26.57,4.59,5.65,21.27
Mason Plumlee,Los Angeles Clippers,PF,2022-23,7.48,6.91,1.74,21.26
Caris LeVert,Brooklyn Nets,SG,2020-21,18.50,4.33,6.00,21.24
Jrue Holiday,Milwaukee Bucks,SG,2020-21,16.60,4.25,5.67,21.24
Aaron Gordon,Denver Nuggets,SF,2022-23,16.31,6.56,2.99,21.22
Brandon Ingram,New Orleans Pelicans,SF,2019-20,21.10,5.43,3.70,21.22
John Collins,Atlanta Hawks,PF,2020-21,17.63,7.41,1.24,21.19
LaMarcus Aldridge,San Antonio Spurs,C,2019-20,18.54,7.26,2.39,21.18
Ben Simmons,Brooklyn Nets,SG,2023-24,5.75,7.44,5.38,21.13
Jalen Brunson,New York Knicks,SG,2022-23,23.00,3.39,5.93,21.12
Mitchell Robinson,New York Knicks,C,2021-22,8.03,8.12,0.50,21.11
Michael Porter Jr.,Denver Nuggets,SF,2019-20,7.64,3.87,0.69,21.09
John Konchar,Memphis Grizzlies,SG,2019-20,1.86,1.62,0.76,21.08
Khyri Thomas,Houston Rockets,SG,2020-21,16.40,3.60,5.00,21.06
James Harden,Los Angeles Clippers,SG,2023-24,16.56,5.13,8.53,21.05
DeAndre Jordan,Philadelphia 76ers,C,2021-22,3.70,4.60,0.40,21.03
Dwight Howard,Los Angeles Lakers,C,2021-22,4.83,4.62,0.45,21.03
Paul George,Los Angeles Clippers,SF,2022-23,23.79,6.11,5.14,21.02
De'Aaron Fox,Sacramento Kings,SG,2019-20,21.12,3.84,6.82,21.00
DeAndre Jordan,Brooklyn Nets,C,2020-21,6.00,6.01,1.31,21.00
Nikola Vučević,Chicago Bulls,C,2023-24,17.79,10.40,3.30,21.00
RJ Barrett,Toronto Raptors,SG,2023-24,19.33,5.67,3.61,20.97
Ben Simmons,Philadelphia 76ers,SG,2020-21,14.05,7.07,6.80,20.97
Walker Kessler,Utah Jazz,C,2023-24,7.97,7.40,0.92,20.96
DeMarcus Cousins,Milwaukee Bucks,C,2021-22,8.56,5.44,1.00,20.96
De'Aaron Fox,Sacramento Kings,SG,2020-21,24.76,3.44,7.07,20.95
Josh Hart,Portland Trail Blazers,SG,2021-22,16.19,4.38,3.50,20.95
Louis King,Sacramento Kings,SF,2020-21,6.29,2.57,1.29,20.93
Andre Drummond,Los Angeles Lakers,C,2020-21,11.90,10.19,1.43,20.93
DeMarcus Cousins,Denver Nuggets,C,2021-22,7.89,4.91,1.51,20.93
Bradley Beal,Washington Wizards,SG,2022-23,21.48,3.63,5.02,20.93
Mason Plumlee,Denver Nuggets,PF,2019-20,6.43,4.66,2.26,20.92
Jonathan Isaac,Orlando Magic,SF,2023-24,6.24,4.13,0.48,20.91
Bobby Portis,Milwaukee Bucks,SF,2021-22,14.41,9.00,1.18,20.86
Dwight Howard,Los Angeles Lakers,C,2019-20,7.49,7.35,0.65,20.85
Collin Sexton,Utah Jazz,SG,2023-24,18.69,2.63,4.91,20.80
Skylar Mays,Portland Trail Blazers,SG,2022-23,15.33,3.17,8.33,20.80
Udoka Azubuike,Utah Jazz,C,2021-22,2.22,1.97,0.00,20.79
Thaddeus Young,San Antonio Spurs,SF,2021-22,3.04,1.79,1.13,20.79
Paul Reed,Philadelphia 76ers,SF,2020-21,1.91,1.33,0.26,20.79
Frank Kaminsky,Houston Rockets,PF,2022-23,0.69,0.62,0.42,20.77
Brandon Ingram,New Orleans Pelicans,SF,2020-21,23.39,4.82,4.77,20.74
Desmond Bane,Memphis Grizzlies,SG,2022-23,21.14,4.93,4.31,20.73
Miles Bridges,Charlotte Hornets,SF,2021-22,20.16,6.99,3.75,20.71
Jusuf Nurkić,Portland Trail Blazers,C,2022-23,12.62,8.56,2.71,20.70
Isaiah Hartenstein,Houston Rockets,C,2019-20,2.49,2.09,0.42,20.69
D'Angelo Russell,Golden State Warriors,SG,2019-20,17.31,2.71,4.58,20.69
Alex Len,Sacramento Kings,C,2019-20,5.93,6.07,0.53,20.68
Daniel Gafford,Washington Wizards,PF,2022-23,8.92,5.48,1.06,20.65
Derrick Favors,Utah Jazz,SF,2020-21,5.43,5.53,0.65,20.64
Eric Bledsoe,Milwaukee Bucks,SG,2019-20,14.93,4.62,5.38,20.64
Jaylen Brown,Boston Celtics,SG,2021-22,23.62,6.12,3.50,20.64
LaMelo Ball,Charlotte Hornets,SG,2022-23,22.65,6.24,8.22,20.63
Julius Randle,New York Knicks,PF,2019-20,19.50,9.72,3.09,20.62
Brandon Ingram,New Orleans Pelicans,SF,2023-24,20.49,4.98,5.58,20.61
Paolo Banchero,Orlando Magic,SF,2023-24,22.55,6.93,5.39,20.60
Brandon Clarke,Memphis Grizzlies,SF,2023-24,6.80,3.20,0.90,20.60
Bobby Portis,Milwaukee Bucks,SF,2023-24,13.78,7.40,1.27,20.59
Nick Richards,Charlotte Hornets,C,2022-23,6.65,5.20,0.48,20.59
Gorgui Dieng,Minnesota Timberwolves,C,2019-20,6.82,5.12,1.16,20.59
Khris Middleton,Milwaukee Bucks,SF,2020-21,19.79,5.80,5.29,20.56
Serge Ibaka,Toronto Raptors,SF,2019-20,15.36,8.22,1.40,20.55
Luke Kornet,Boston Celtics,C,2023-24,4.45,3.48,0.89,20.50
Jeff Dowtin Jr.,Philadelphia 76ers,SG,2023-24,3.47,1.33,1.80,20.50
John Collins,Atlanta Hawks,PF,2021-22,16.22,7.81,1.81,20.48
Dejounte Murray,Atlanta Hawks,SG,2023-24,21.38,5.07,6.12,20.47
Terry Rozier,Charlotte Hornets,SG,2023-24,22.45,3.77,6.39,20.46
Naz Reid,Minnesota Timberwolves,C,2022-23,10.41,4.44,1.03,20.44
Gorgui Dieng,Memphis Grizzlies,C,2020-21,4.22,2.39,0.71,20.44
Damian Lillard,Portland Trail Blazers,SG,2021-22,23.97,4.14,7.31,20.41
Darius Garland,Cleveland Cavaliers,SG,2021-22,21.66,3.29,8.57,20.41
John Collins,Utah Jazz,PF,2023-24,14.67,8.21,1.10,20.40
Onyeka Okongwu,Atlanta Hawks,PF,2022-23,9.89,7.20,1.01,20.39
Serge Ibaka,Los Angeles Clippers,SF,2020-21,10.81,6.55,1.76,20.37
Boban Marjanovic,Dallas Mavericks,C,2021-22,1.29,0.51,0.04,20.37
Amen Thompson,Houston Rockets,SG,2023-24,9.55,6.60,2.63,20.37
Al Horford,Oklahoma City Thunder,C,2020-21,12.06,5.70,2.85,20.34
Gordon Hayward,Boston Celtics,SF,2019-20,17.15,6.57,4.00,20.33
Jalen Williams,Oklahoma City Thunder,SG,2023-24,19.08,3.97,4.54,20.33
Ja Morant,Memphis Grizzlies,SG,2019-20,17.29,3.75,7.07,20.33
Russell Westbrook,Los Angeles Clippers,SG,2022-23,15.81,4.86,7.62,20.32
D'Angelo Russell,Minnesota Timberwolves,SG,2019-20,20.00,4.23,6.08,20.31
Nathan Knight,Minnesota Timberwolves,PF,2021-22,1.79,1.10,0.29,20.29
Khris Middleton,Milwaukee Bucks,SF,2021-22,18.93,5.09,5.11,20.29
Wendell Carter Jr.,Orlando Magic,C,2022-23,14.47,8.28,2.20,20.27
Pascal Siakam,Toronto Raptors,SF,2019-20,22.85,7.32,3.45,20.26
Sandro Mamukelashvili,San Antonio Spurs,PF,2023-24,2.32,1.79,0.60,20.26
Isaiah Hartenstein,New York Knicks,C,2023-24,7.46,8.03,2.41,20.26
Marvin Bagley III,Detroit Pistons,SF,2023-24,6.79,3.03,0.69,20.26
DeMar DeRozan,Chicago Bulls,SG,2023-24,23.71,4.25,5.26,20.22
Tyrese Maxey,Philadelphia 76ers,SG,2023-24,24.88,3.53,5.93,20.21
Danilo Gallinari,Oklahoma City Thunder,SF,2019-20,18.41,5.11,1.89,20.20
Jalen Johnson,Atlanta Hawks,SF,2023-24,14.45,7.87,3.27,20.19
Kemba Walker,Boston Celtics,SG,2019-20,20.45,3.88,4.79,20.19
Zach LaVine,Chicago Bulls,SG,2019-20,25.50,4.82,4.23,20.18
Braxton Key,Denver Nuggets,SF,2023-24,0.44,0.36,0.18,20.18
Jahlil Okafor,New Orleans Pelicans,C,2019-20,3.68,1.92,0.56,20.17
Jaylen Brown,Boston Celtics,SG,2020-21,24.66,5.98,3.36,20.16
Cody Zeller,Charlotte Hornets,PF,2020-21,7.91,5.75,1.51,20.16
Luke Kornet,Boston Celtics,C,2021-22,1.13,1.09,0.35,20.16
T.J. McConnell,Indiana Pacers,SG,2022-23,8.55,3.08,5.22,20.15
Nerlens Noel,Oklahoma City Thunder,C,2019-20,7.02,4.69,0.89,20.15
Kelly Olynyk,Utah Jazz,PF,2023-24,7.96,4.98,4.29,20.14
Ivica Zubac,Los Angeles Clippers,C,2020-21,9.03,7.21,1.25,20.11
Nic Claxton,Brooklyn Nets,C,2021-22,7.19,4.63,0.75,20.10
Richaun Holmes,Sacramento Kings,SF,2021-22,9.18,6.22,0.94,20.09
Malcolm Brogdon,Indiana Pacers,SG,2019-20,16.54,4.85,7.06,20.09
Malcolm Brogdon,Indiana Pacers,SG,2021-22,14.93,4.02,4.61,20.09
CJ McCollum,Portland Trail Blazers,SG,2020-21,15.53,2.64,3.19,20.08
Evan Mobley,Cleveland Cavaliers,C,2022-23,15.96,8.89,2.80,20.07
Josh Minott,Minnesota Timberwolves,SF,2023-24,0.78,0.27,0.13,20.04
Mike Muscala,Oklahoma City Thunder,PF,2021-22,7.32,2.74,0.47,20.04
Kyle Kuzma,Washington Wizards,SF,2023-24,21.87,6.54,4.17,20.03
JaVale McGee,Cleveland Cavaliers,C,2020-21,6.16,3.95,0.77,20.02
LaMelo Ball,Charlotte Hornets,SG,2020-21,15.75,5.92,6.14,20.00
Paul George,Los Angeles Clippers,SF,2023-24,22.58,5.24,3.54,19.98
Udoka Azubuike,Utah Jazz,C,2022-23,1.67,1.59,0.15,19.98
Kevin Love,Cleveland Cavaliers,PF,2020-21,10.52,6.41,2.17,19.98
Isaiah Jackson,Indiana Pacers,SF,2021-22,5.60,2.81,0.19,19.98
Malcolm Brogdon,Indiana Pacers,SG,2020-21,19.44,4.82,5.39,19.98
Chris Paul,Phoenix Suns,SG,2022-23,12.22,3.75,7.82,19.98
Josh Minott,Minnesota Timberwolves,SF,2022-23,0.81,0.44,0.09,19.97
Alex Len,Atlanta Hawks,C,2019-20,8.51,5.61,1.02,19.94
Larry Nance Jr.,Cleveland Cavaliers,PF,2019-20,9.89,7.18,2.16,19.92
Malcolm Brogdon,Boston Celtics,SG,2022-23,14.49,4.06,3.59,19.92
Cody Zeller,Charlotte Hornets,PF,2019-20,10.35,6.63,1.42,19.91
Dereck Lively II,Dallas Mavericks,C,2023-24,8.78,6.87,1.09,19.91
Richaun Holmes,Sacramento Kings,SF,2019-20,12.25,8.14,0.95,19.90
Julius Randle,New York Knicks,PF,2021-22,19.82,9.81,5.07,19.89
Moritz Wagner,Orlando Magic,PF,2021-22,8.55,3.52,1.32,19.88
LaMarcus Aldridge,Brooklyn Nets,C,2020-21,12.80,4.80,2.60,19.88
Jaxson Hayes,New Orleans Pelicans,C,2020-21,6.32,3.62,0.49,19.87
Drew Eubanks,San Antonio Spurs,PF,2021-22,4.22,3.63,0.93,19.86
Shaquille Harrison,Portland Trail Blazers,SG,2022-23,8.80,4.40,6.00,19.86
Zach LaVine,Chicago Bulls,SG,2022-23,24.84,4.48,4.25,19.86
Russell Westbrook,Los Angeles Lakers,SG,2022-23,15.60,6.06,7.38,19.86
Al Horford,Boston Celtics,C,2021-22,10.01,7.57,3.31,19.85
Khris Middleton,Milwaukee Bucks,SF,2022-23,15.06,4.24,4.94,19.85
Robert Covington,Los Angeles Clippers,SF,2021-22,10.39,5.09,1.04,19.84
Thomas Bryant,Washington Wizards,C,2020-21,14.30,6.10,1.50,19.83
Jaylen Brown,Boston Celtics,SG,2023-24,22.68,5.45,3.51,19.82
Anthony Edwards,Minnesota Timberwolves,SG,2022-23,24.33,5.73,4.38,19.81
Kyle Anderson,Memphis Grizzlies,SG,2020-21,12.03,5.58,3.52,19.80
Chimezie Metu,Sacramento Kings,PF,2022-23,3.96,2.44,0.49,19.80
Onyeka Okongwu,Atlanta Hawks,PF,2021-22,8.17,5.90,1.10,19.80
Cade Cunningham,Detroit Pistons,SG,2023-24,18.99,3.62,6.27,19.80
Paul Watson,Toronto Raptors,SG,2019-20,2.07,1.00,0.33,19.79
James Wiseman,Golden State Warriors,C,2022-23,4.03,2.03,0.39,19.79
Wendell Carter Jr.,Orlando Magic,C,2020-21,9.56,7.15,1.30,19.78
Drew Eubanks,San Antonio Spurs,PF,2020-21,5.02,3.89,0.68,19.75
Jalen Duren,Detroit Pistons,C,2022-23,8.27,8.04,1.01,19.73
Gordon Hayward,Charlotte Hornets,SF,2020-21,17.98,5.38,3.77,19.73
Jamal Murray,Denver Nuggets,SG,2022-23,19.97,3.95,6.15,19.71
Brook Lopez,Milwaukee Bucks,C,2022-23,15.88,6.67,1.27,19.68
Devin Booker,Phoenix Suns,SG,2020-21,23.78,3.90,4.01,19.68
Tristan Thompson,Cleveland Cavaliers,C,2019-20,11.79,9.95,2.07,19.67
Ivica Zubac,Los Angeles Clippers,C,2022-23,10.62,9.82,1.00,19.66
Dejounte Murray,San Antonio Spurs,SG,2020-21,15.01,6.76,5.19,19.60
Desmond Bane,Memphis Grizzlies,SG,2023-24,23.19,4.30,5.35,19.59
Alec Burks,Philadelphia 76ers,SG,2019-20,11.58,2.95,2.00,19.57
Zach Collins,San Antonio Spurs,PF,2021-22,7.52,5.28,2.10,19.56
Marvin Bagley III,Detroit Pistons,SF,2021-22,14.56,6.83,1.06,19.53
Gorgui Dieng,San Antonio Spurs,C,2020-21,3.86,1.91,0.86,19.53
Mo Bamba,Orlando Magic,C,2021-22,10.50,7.94,1.18,19.50
Mitchell Robinson,New York Knicks,C,2022-23,7.13,9.10,0.87,19.49
Mason Plumlee,Los Angeles Clippers,PF,2023-24,4.28,4.11,0.96,19.49
Khris Middleton,Milwaukee Bucks,SF,2023-24,15.05,4.67,5.31,19.47
Kyle Kuzma,Washington Wizards,SF,2021-22,16.87,8.37,3.48,19.47
Damian Jones,Sacramento Kings,C,2021-22,5.82,3.15,0.88,19.43
Omer Yurtseven,Utah Jazz,C,2023-24,2.81,2.63,0.37,19.42
Gorgui Dieng,Atlanta Hawks,C,2021-22,2.05,1.61,0.45,19.42
Keldon Johnson,San Antonio Spurs,SG,2019-20,4.81,1.78,0.47,19.40
DeMarcus Cousins,Houston Rockets,C,2020-21,8.61,6.82,2.14,19.39
Dejounte Murray,Atlanta Hawks,SG,2022-23,20.47,5.26,6.05,19.38
Jarred Vanderbilt,Utah Jazz,SF,2022-23,8.31,7.87,2.73,19.38
Tyus Jones,Washington Wizards,SG,2023-24,11.13,2.52,6.83,19.36
Obi Toppin,New York Knicks,SF,2021-22,8.76,3.62,1.04,19.36
Cheick Diallo,Phoenix Suns,PF,2019-20,3.04,1.82,0.31,19.34
Frank Mason III,Milwaukee Bucks,SG,2019-20,5.17,1.58,2.42,19.33
Tobias Harris,Philadelphia 76ers,SF,2019-20,19.33,6.78,3.11,19.32
Mike Conley,Utah Jazz,SG,2020-21,16.22,3.47,5.98,19.30
DeAndre Jordan,Denver Nuggets,C,2023-24,1.73,1.91,0.32,19.28
Bismack Biyombo,Phoenix Suns,C,2021-22,4.47,3.55,0.49,19.28
Immanuel Quickley,Toronto Raptors,SG,2023-24,18.58,4.79,6.76,19.28
Ja Morant,Memphis Grizzlies,SG,2020-21,19.11,4.00,7.38,19.26
T.J. McConnell,Indiana Pacers,SG,2020-21,8.28,3.56,6.33,19.26
Naz Reid,Minnesota Timberwolves,C,2020-21,10.89,4.47,1.00,19.25
Bradley Beal,Washington Wizards,SG,2021-22,22.63,4.61,6.46,19.25
Tari Eason,Houston Rockets,SF,2023-24,9.35,6.65,1.17,19.23
Kelly Olynyk,Toronto Raptors,PF,2023-24,11.87,5.23,4.27,19.23
Mo Bamba,Orlando Magic,C,2019-20,4.88,4.44,0.62,19.21
Pascal Siakam,Toronto Raptors,SF,2020-21,20.62,6.98,4.31,19.21
Goga Bitadze,Orlando Magic,C,2023-24,3.79,3.49,0.96,19.20
Alex Len,Washington Wizards,C,2020-21,6.67,4.08,0.75,19.20
Russell Westbrook,Los Angeles Clippers,SG,2023-24,11.09,5.04,4.50,19.19
Zach Collins,San Antonio Spurs,PF,2022-23,10.91,6.00,2.69,19.18
Drew Eubanks,San Antonio Spurs,PF,2019-20,3.06,2.43,0.43,19.18
Jabari Parker,Boston Celtics,SF,2020-21,4.00,2.25,0.63,19.17
Ricky Rubio,Phoenix Suns,SG,2019-20,12.10,4.34,8.14,19.15
Terry Taylor,Indiana Pacers,SF,2021-22,7.07,3.82,0.91,19.14
CJ McCollum,New Orleans Pelicans,SG,2023-24,20.03,4.33,4.62,19.14
Devontae Cacok,Los Angeles Lakers,SF,2020-21,0.81,0.67,0.02,19.14
Draymond Green,Golden State Warriors,SF,2021-22,7.52,7.30,6.96,19.13
Brandon Clarke,Memphis Grizzlies,SF,2020-21,9.24,4.97,1.44,19.12
Paul Reed,Philadelphia 76ers,SF,2022-23,3.50,3.20,0.33,19.12
Shai Gilgeous-Alexander,Oklahoma City Thunder,SG,2019-20,19.01,5.89,3.31,19.11
T.J. McConnell,Indiana Pacers,SG,2019-20,6.54,2.66,5.00,19.09
Deni Avdija,Washington Wizards,SF,2023-24,13.95,6.84,3.62,19.09
Jrue Holiday,New Orleans Pelicans,SG,2019-20,17.42,4.37,6.09,19.05
Myles Turner,Indiana Pacers,C,2021-22,12.86,7.07,1.05,19.05
Terry Rozier,Charlotte Hornets,SG,2021-22,18.77,4.20,4.35,19.03
Darius Garland,Cleveland Cavaliers,SG,2022-23,21.59,2.68,7.80,19.02
Tyus Jones,Memphis Grizzlies,SG,2021-22,8.54,2.38,4.38,19.01
Marvin Bagley III,Detroit Pistons,SF,2022-23,10.29,5.49,0.73,19.00
Lou Williams,Los Angeles Clippers,SG,2019-20,17.17,2.91,5.29,19.00
Evan Mobley,Cleveland Cavaliers,C,2021-22,14.99,8.26,2.52,19.00
Xavier Tillman,Memphis Grizzlies,SF,2022-23,5.36,3.84,1.20,19.00
Kyle Lowry,Toronto Raptors,SG,2019-20,19.41,5.03,7.47,18.98
Paul Reed,Philadelphia 76ers,SF,2021-22,1.87,1.48,0.26,18.96
D'Angelo Russell,Minnesota Timberwolves,SG,2020-21,18.51,2.58,5.67,18.95
Caris LeVert,Indiana Pacers,SG,2020-21,20.17,4.50,4.81,18.95
James Johnson,Minnesota Timberwolves,SF,2019-20,12.00,4.71,3.79,18.94
D'Angelo Russell,Los Angeles Lakers,SG,2022-23,15.58,2.63,5.42,18.93
Wendell Carter Jr.,Chicago Bulls,C,2020-21,10.88,7.81,2.16,18.93
Trey Lyles,Sacramento Kings,SF,2021-22,10.16,5.40,1.20,18.92
Noah Vonleh,Minnesota Timberwolves,SF,2019-20,2.43,2.37,0.53,18.92
Jakob Poeltl,San Antonio Spurs,C,2020-21,8.24,7.60,1.86,18.92
Luka Garza,Minnesota Timberwolves,C,2023-24,1.98,0.62,0.08,18.91
Franz Wagner,Orlando Magic,SF,2023-24,19.74,5.29,3.74,18.89
Sandro Mamukelashvili,San Antonio Spurs,PF,2022-23,10.84,6.79,2.42,18.89
Dejounte Murray,San Antonio Spurs,SG,2019-20,10.91,5.80,4.11,18.89
Gorgui Dieng,Memphis Grizzlies,C,2019-20,5.86,4.67,0.71,18.88
Jonathan Kuminga,Golden State Warriors,SF,2023-24,15.84,4.73,2.17,18.86
Spencer Dinwiddie,Dallas Mavericks,SG,2021-22,15.78,3.13,3.91,18.86
JaVale McGee,Dallas Mavericks,C,2022-23,2.42,1.39,0.14,18.85
Tyrese Haliburton,Sacramento Kings,SG,2021-22,14.25,3.90,7.43,18.83
Russell Westbrook,Los Angeles Lakers,SG,2021-22,18.24,7.34,6.96,18.83
David Duke Jr.,San Antonio Spurs,SG,2023-24,2.89,1.11,0.56,18.82
Spencer Dinwiddie,Brooklyn Nets,SG,2019-20,20.59,3.45,6.75,18.82
Nick Richards,Charlotte Hornets,C,2023-24,9.31,7.70,0.77,18.81
Derrick Rose,New York Knicks,SG,2020-21,14.89,2.89,4.17,18.79
Harry Giles III,Brooklyn Nets,PF,2023-24,1.08,0.52,0.12,18.79
Nate Hinton,Houston Rockets,SG,2023-24,1.06,0.71,0.32,18.75
Draymond Green,Golden State Warriors,SF,2023-24,6.33,5.31,4.43,18.74
Jarred Vanderbilt,Minnesota Timberwolves,SF,2020-21,4.78,5.11,1.06,18.72
Trey Lyles,Detroit Pistons,SF,2021-22,10.43,4.78,1.14,18.70
Donovan Mitchell,Utah Jazz,SG,2019-20,23.99,4.41,4.26,18.70
Kevon Looney,Golden State Warriors,SF,2021-22,5.99,7.27,2.01,18.68
Otto Porter Jr.,Golden State Warriors,SF,2021-22,7.46,5.25,1.36,18.67
Tobias Harris,Philadelphia 76ers,SF,2023-24,15.84,5.96,2.86,18.67
Tyler Herro,Miami Heat,SG,2021-22,19.25,4.63,3.70,18.65
Ricky Council IV,Philadelphia 76ers,SG,2023-24,3.93,1.05,0.36,18.64
Jaxson Hayes,New Orleans Pelicans,C,2021-22,7.98,3.84,0.52,18.61
DeAndre Jordan,Denver Nuggets,C,2022-23,2.43,2.46,0.41,18.61
Robert Williams III,Portland Trail Blazers,C,2023-24,6.83,6.33,0.83,18.61
Malcolm Brogdon,Portland Trail Blazers,SG,2023-24,13.93,3.36,4.86,18.60
Cody Zeller,Portland Trail Blazers,PF,2021-22,4.83,4.31,0.76,18.60
Aaron Gordon,Denver Nuggets,SF,2023-24,13.88,6.45,3.55,18.59
Isaiah Roby,Oklahoma City Thunder,SF,2021-22,6.78,3.24,1.06,18.56
Jabari Parker,Atlanta Hawks,SF,2019-20,15.00,5.97,1.81,18.56
Daniel Gafford,Chicago Bulls,PF,2020-21,3.42,2.40,0.40,18.53
De'Aaron Fox,Sacramento Kings,SG,2021-22,21.36,3.61,5.16,18.53
Day'Ron Sharpe,Brooklyn Nets,C,2022-23,3.24,2.86,0.53,18.52
Trevelin Queen,Houston Rockets,SG,2021-22,2.69,1.00,0.25,18.51
Josh Hart,New York Knicks,SG,2022-23,10.24,7.04,3.60,18.51
Tre Mann,Oklahoma City Thunder,SG,2023-24,1.07,0.52,0.43,18.50
Oshae Brissett,Indiana Pacers,SG,2020-21,8.81,4.42,0.69,18.50
Kemba Walker,Boston Celtics,SG,2020-21,19.28,3.95,4.93,18.49
Jalen Smith,Indiana Pacers,PF,2022-23,8.13,4.99,0.84,18.48
Chris Boucher,Toronto Raptors,SF,2023-24,4.67,3.00,0.33,18.48
Paul Reed,Philadelphia 76ers,SF,2023-24,7.32,5.95,1.33,18.47
Ersan Ilyasova,Milwaukee Bucks,SF,2019-20,5.91,4.31,0.70,18.47
Nic Claxton,Brooklyn Nets,C,2020-21,4.82,3.77,0.64,18.47
Thomas Bryant,Washington Wizards,C,2021-22,5.15,2.77,0.59,18.46
Jamal Murray,Denver Nuggets,SG,2019-20,18.49,4.00,4.81,18.44
Devin Vassell,San Antonio Spurs,SG,2023-24,19.17,3.78,4.01,18.40
Chris Boucher,Toronto Raptors,SF,2022-23,9.13,5.40,0.37,18.40
Jonathan Isaac,Orlando Magic,SF,2019-20,11.88,6.79,1.41,18.40
Tre Jones,San Antonio Spurs,SG,2022-23,12.50,3.50,6.40,18.39
Rudy Gay,San Antonio Spurs,SG,2019-20,10.68,5.32,1.68,18.38
Rajon Rondo,Los Angeles Clippers,SG,2020-21,6.18,2.50,4.73,18.38
Marvin Bagley III,Sacramento Kings,SF,2020-21,13.51,7.07,0.96,18.38
Jamal Murray,Denver Nuggets,SG,2020-21,20.78,3.96,4.71,18.37
Dewayne Dedmon,Miami Heat,C,2021-22,6.12,5.59,0.68,18.35
Jarred Vanderbilt,Minnesota Timberwolves,SF,2021-22,6.83,8.32,1.25,18.33
Bol Bol,Orlando Magic,C,2022-23,8.13,5.19,0.88,18.32
Precious Achiuwa,Toronto Raptors,SF,2023-24,7.72,5.44,1.76,18.31
Cameron Oliver,Houston Rockets,SF,2020-21,10.75,5.25,1.25,18.29
Jordan Bell,Minnesota Timberwolves,SF,2019-20,1.69,1.59,0.29,18.29
Craig Porter Jr.,Cleveland Cavaliers,SG,2023-24,4.01,1.54,1.66,18.28
D'Angelo Russell,Minnesota Timberwolves,SG,2021-22,18.09,3.32,7.08,18.28
John Henson,Cleveland Cavaliers,PF,2019-20,4.39,3.45,1.30,18.27
Isaiah Jackson,Indiana Pacers,SF,2022-23,5.62,3.48,0.63,18.27
Chris Boucher,Toronto Raptors,SF,2021-22,9.31,6.10,0.31,18.27
Tyus Jones,Memphis Grizzlies,SG,2022-23,10.15,2.47,5.15,18.26
Kevon Looney,Golden State Warriors,SF,2023-24,4.07,5.11,1.62,18.24
Daniel Theis,Boston Celtics,PF,2019-20,9.25,6.55,1.71,18.23
Tyler Herro,Miami Heat,SG,2023-24,19.02,4.83,4.09,18.23
Marques Bolden,Charlotte Hornets,C,2023-24,2.18,1.88,0.24,18.23
John Henson,Detroit Pistons,PF,2019-20,6.91,4.36,1.00,18.23
Desmond Bane,Memphis Grizzlies,SG,2021-22,17.74,4.28,2.67,18.22
Willie Cauley-Stein,Golden State Warriors,C,2019-20,7.69,6.07,1.43,18.21
Gary Payton II,Golden State Warriors,SG,2022-23,5.71,4.29,1.14,18.20
Derrick Rose,New York Knicks,SG,2021-22,11.52,2.89,3.81,18.20
Kevin Love,Cleveland Cavaliers,PF,2022-23,6.94,5.60,1.52,18.19
Moritz Wagner,Orlando Magic,PF,2022-23,9.68,4.18,1.35,18.19
